-0.082999;0.048764;0.485571;0.0;1.0;0.0;1.0
-0.036679;0.091678;0.157108;0.0;-1.0;0.0;1.0
-0.0648;0.571183;0.276578;0.0;1.0;0.0;1.0
-0.038885;0.689068;0.856521;-0.25;-0.0;0.0;1.0
-0.150635;0.366514;0.318374;1.0;0.0;0.0;1.0
0.076538;0.074634;0.920903;0.875;0.0;0.0;1.0
-0.014581;0.453049;0.039593;1.0;0.0;0.0;1.0
-0.061545;0.520349;0.784979;-1.0;-0.0;0.0;1.0
-0.024173;0.424847;0.883483;1.0;0.0;0.0;1.0
0.013122;0.13313;0.892286;1.0;0.0;0.0;1.0
-0.046625;0.402828;0.850757;1.0;0.0;0.0;1.0
-0.050759;0.219202;0.863961;0.0;1.0;0.0;1.0
-0.007581;0.091444;0.722833;0.75;0.0;0.0;1.0
0.158895;0.211714;0.330512;0.0;-1.0;0.0;1.0
-0.073215;0.675677;0.220954;1.0;0.0;0.0;1.0
-0.121666;0.091945;0.469269;0.0;-1.0;0.0;1.0
-0.119399;0.333579;0.587244;1.0;0.0;0.0;1.0
-0.094299;0.575352;0.347693;0.0;0.0;0.555556;1.0
-0.016691;0.131926;0.900951;0.875;0.0;0.0;1.0
-0.08267;0.185497;0.639322;0.0;1.0;0.0;1.0
-0.116538;0.331314;0.229306;-1.0;-0.0;0.0;1.0
0.021292;0.140856;0.949112;-0.0;0.375;0.0;1.0
-0.063473;0.378885;0.232904;-1.0;-0.0;0.0;1.0
0.028477;0.501632;0.061252;-1.0;-0.0;0.0;1.0
-0.060999;0.728569;0.311044;-0.0;0.0;0.222222;1.0
-0.126507;0.456441;0.525398;1.0;0.0;0.0;1.0
-0.02512;0.099949;0.60935;-0.125;-0.0;0.0;1.0
0.002228;0.231173;0.864049;-0.0;0.0;0.777778;1.0
-0.006961;0.136102;0.921796;-0.875;-0.0;0.0;1.0
-0.051284;0.392126;0.843109;0.0;1.0;0.0;1.0
-0.025199;0.354414;0.874263;0.0;-1.0;0.0;1.0
-0.066611;0.41723;0.613135;0.0;-0.0;0.777778;1.0
