0.00013;0.349789;0.519206;1.0
-0.013277;0.267171;0.939711;1.0
-0.02594;0.130697;0.359182;1.0
-0.002075;0.403514;0.418478;1.0
-0.001684;0.403127;0.989532;1.0
0.06049;0.128953;0.601434;1.0
-0.00113;0.698052;0.333857;1.0
0.034224;0.197751;0.760064;1.0
-0.020052;0.176111;0.334608;1.0
0.00013;0.349789;0.519206;1.0
-0.007928;0.089541;0.757545;1.0
0.014249;0.440076;0.805082;1.0
0.027582;0.180091;0.463799;1.0
-0.010018;0.453134;0.244773;1.0
0.067334;0.094147;0.482834;1.0
0.021465;0.305998;0.814436;1.0
0.031245;0.125228;0.326682;1.0
-0.008885;0.3938;0.944972;1.0
-0.018998;0.319668;0.672036;1.0
0.016206;0.354285;0.224084;1.0
0.026513;0.262222;0.066738;1.0
0.00979;0.326563;0.062695;1.0
-0.034486;0.086667;0.193914;1.0
0.014445;0.266846;0.798595;1.0
0.031328;0.092764;0.965551;1.0
-0.010141;0.160327;0.38706;1.0
-0.025938;0.149586;0.902056;1.0
-0.007313;0.142356;0.680985;1.0
-0.024787;0.101839;0.212895;1.0
0.012959;0.209326;0.848203;1.0
0.012417;0.490936;0.366093;1.0
-0.022175;0.264834;0.360865;1.0
0.040323;0.160651;0.839806;1.0
-0.016219;0.103596;0.296305;1.0
-0.002524;0.237433;0.839356;1.0
0.06049;0.128953;0.601434;1.0
-0.000267;0.482651;0.053399;1.0
0.007634;0.365592;0.819177;1.0
-0.001484;0.39961;0.199589;1.0
0.011991;0.251469;0.412111;1.0
0.027068;0.131;0.711529;1.0
0.001371;0.321497;0.065356;1.0
-0.029521;0.234788;0.920219;1.0
-0.010141;0.160327;0.38706;1.0
-0.016219;0.103596;0.296305;1.0
-0.011326;0.307363;0.871214;1.0
0.022939;0.137282;0.933933;1.0
-0.003774;0.321842;0.49093;1.0
-0.103834;0.076574;0.214769;1.0
0.002788;0.439731;0.362103;1.0
-0.011768;0.146386;0.34788;1.0
-0.01896;0.211611;0.841976;1.0
-0.027285;0.214706;0.104466;1.0
0.009351;0.170554;0.548923;1.0
0.013092;0.116237;0.809316;1.0
0.022092;0.330379;0.933361;1.0
-0.007928;0.089541;0.757545;1.0
-0.025938;0.149586;0.902056;1.0
-0.007313;0.142356;0.680985;1.0
-0.032156;0.191143;0.767061;1.0
-0.005745;0.514601;0.834513;1.0
-0.029521;0.234788;0.920219;1.0
-0.082991;0.088175;0.025786;1.0
0.028254;0.150658;0.807355;1.0
-0.024787;0.101839;0.212895;1.0
-0.005745;0.514601;0.834513;1.0
0.038448;0.077064;0.364283;1.0
-0.019761;0.1858;0.848197;1.0
-0.017072;0.339244;0.278066;1.0
-0.032119;0.247527;0.870907;1.0
-0.011811;0.367679;0.872929;1.0
-0.00858;0.260443;0.23612;1.0
-0.00599;0.160862;0.071553;1.0
0.003504;0.350869;0.325289;1.0
0.064695;0.071253;0.392101;1.0
-0.002223;0.483227;0.630498;1.0
0.05114;0.122516;0.915595;1.0
-0.004654;0.368509;0.074411;1.0
-0.00858;0.260443;0.23612;1.0
0.008105;0.285957;0.17304;1.0
-0.011909;0.143064;0.405889;1.0
0.046463;0.109772;0.27747;1.0
-0.01896;0.211611;0.841976;1.0
0.034454;0.084035;0.99203;1.0
-0.019419;0.169317;0.704426;1.0
0.028924;0.265782;0.620002;1.0
0.018804;0.201318;0.141836;1.0
-0.011819;0.345479;0.666735;1.0
0.067334;0.094147;0.482834;1.0
0.080667;0.090574;0.118274;1.0
0.020953;0.082345;0.826565;1.0
-0.01896;0.211611;0.841976;1.0
0.001371;0.321497;0.065356;1.0
-0.013277;0.267171;0.939711;1.0
-0.00743;0.490101;0.309082;1.0
-0.040818;0.181867;0.127845;1.0
-0.036324;0.045244;0.999403;1.0
0.040323;0.160651;0.839806;1.0
-0.011909;0.143064;0.405889;1.0
0.009649;0.527967;0.233382;1.0
-0.013536;0.41752;0.126647;1.0
0.020134;0.339944;0.127823;1.0
0.05114;0.122516;0.915595;1.0
-0.00858;0.260443;0.23612;1.0
-0.103834;0.076574;0.214769;1.0
0.028254;0.150658;0.807355;1.0
0.067334;0.094147;0.482834;1.0
-0.005745;0.514601;0.834513;1.0
-0.016503;0.388367;0.505221;1.0
0.022648;0.25819;0.254167;1.0
0.022572;0.251132;0.049104;1.0
-0.017806;0.2038;0.247907;1.0
-0.013192;0.357396;0.834725;1.0
-0.003774;0.321842;0.49093;1.0
-0.017529;0.32797;0.897135;1.0
-0.014365;0.456898;0.792228;1.0
-0.01896;0.211611;0.841976;1.0
-0.002075;0.403514;0.418478;1.0
-0.034227;0.168877;0.304516;1.0
0.00252;0.09595;0.491918;1.0
0.006564;0.196757;0.957718;1.0
0.002516;0.441769;0.981342;1.0
0.027509;0.207948;0.062409;1.0
-0.016219;0.103596;0.296305;1.0
0.011991;0.251469;0.412111;1.0
0.067334;0.094147;0.482834;1.0
-0.01111;0.261471;0.403843;1.0
-0.016503;0.388367;0.505221;1.0
-0.038868;0.155087;0.80714;1.0
0.031245;0.125228;0.326682;1.0
0.001557;0.680439;0.881754;1.0
-0.01813;0.327314;0.760544;1.0
0.015464;0.17772;0.920536;1.0
-0.043345;0.18439;0.014159;1.0
-0.043345;0.18439;0.014159;1.0
-0.069896;0.073238;0.000884;1.0
-0.010998;0.728025;0.728162;1.0
-0.009188;0.258227;0.932198;1.0
0.022092;0.330379;0.933361;1.0
0.002494;0.555181;0.638002;1.0
-0.027285;0.214706;0.104466;1.0
0.02812;0.088175;0.085325;1.0
0.003504;0.350869;0.325289;1.0
0.026513;0.262222;0.066738;1.0
0.031245;0.125228;0.326682;1.0
0.062428;0.06309;0.573342;1.0
0.022572;0.251132;0.049104;1.0
-0.016381;0.155462;0.037111;1.0
0.012044;0.494158;0.197362;1.0
-0.010852;0.434128;0.006995;1.0
0.020032;0.125807;0.170563;1.0
0.049857;0.078006;0.573397;1.0
0.0071;0.542648;0.980985;1.0
-0.040592;0.149564;0.967153;1.0
-0.032119;0.247527;0.870907;1.0
-0.01111;0.261471;0.403843;1.0
-0.002223;0.483227;0.630498;1.0
0.022939;0.137282;0.933933;1.0
0.022572;0.251132;0.049104;1.0
0.039094;0.17387;0.231406;1.0
0.015464;0.17772;0.920536;1.0
-0.011909;0.143064;0.405889;1.0
0.012417;0.490936;0.366093;1.0
0.012044;0.494158;0.197362;1.0
-0.021026;0.284843;0.486076;1.0
0.021832;0.260071;0.25472;1.0
-0.032119;0.247527;0.870907;1.0
0.033287;0.164922;0.503271;1.0
-0.00299;0.098222;0.093607;1.0
-0.036324;0.045244;0.999403;1.0
0.015473;0.329793;0.772065;1.0
0.05114;0.122516;0.915595;1.0
0.008898;0.339702;0.475908;1.0
