-0.027451;0.234089;0.744102;0.534691;0.459837;-0.196341;0.256905;1.0
-0.0;0.049503;0.914508;0.0;0.0;0.0;0.650015;1.0
0.009836;0.395217;0.856357;0.70043;-0.340802;-0.365861;0.477435;1.0
-0.0;0.037664;0.078188;0.0;-0.0;-0.0;0.987363;1.0
-0.000277;0.476255;0.003139;0.69214;-0.731254;-0.166638;0.857363;1.0
-0.0306;0.119434;0.646669;0.250158;0.035318;-0.119907;0.817646;1.0
-0.002714;0.165872;0.047674;0.578722;0.32722;-0.378057;0.54581;1.0
-0.030619;0.321759;0.416431;0.368021;0.482145;0.132423;0.829358;1.0
0.000982;0.32739;0.011084;0.907924;0.419131;-0.463631;0.532065;1.0
0.016281;0.352912;0.066084;0.573109;-0.564883;-0.493363;0.54296;1.0
0.011901;0.116604;0.033399;0.857622;0.349718;0.663474;0.30882;1.0
-0.000825;0.426816;0.008389;0.567366;-0.612506;0.432824;0.391631;1.0
0.03544;0.429429;0.534809;0.522693;0.738396;-0.131418;0.11213;1.0
0.008994;0.246367;0.052994;0.323392;-0.125796;-0.739375;0.107286;1.0
0.029825;0.27592;0.819247;0.879154;-0.279655;-0.695911;0.243255;1.0
0.017707;0.210026;0.136936;0.29726;-0.030492;-0.499069;0.038848;1.0
0.016899;0.410928;0.441025;0.0;0.0;-0.0;0.865333;1.0
-0.043342;0.330873;0.614262;0.474419;0.206433;0.455396;0.270944;1.0
0.001327;0.37622;0.017837;0.058574;0.419719;0.271727;0.634232;1.0
-0.017012;0.563232;0.78435;0.095216;-0.749997;0.002155;0.001829;1.0
-0.005773;0.295325;0.93128;0.688741;0.174839;-0.468435;0.772582;1.0
0.020902;0.486544;0.521547;0.774719;-0.213451;-0.452149;0.28079;1.0
0.012224;0.436938;0.795509;0.451491;-0.078958;0.493726;0.899046;1.0
0.030141;0.161864;0.896057;0.691839;0.320099;0.384105;0.442295;1.0
-0.013608;0.506145;0.718974;0.796176;-0.440914;0.235786;0.312627;1.0
0.00161;0.641627;0.973477;0.171556;0.720659;0.207726;0.821341;1.0
0.054251;0.110248;0.323379;0.0;-0.0;0.0;0.706252;1.0
0.002499;0.616439;0.946458;0.184045;0.748542;-0.046739;0.039699;1.0
-0.0;0.040359;0.058277;0.0;-0.0;0.0;0.591161;1.0
-0.000813;0.304015;0.008828;0.428815;0.463565;0.187371;0.755463;1.0
-0.045472;0.190583;0.644837;0.303283;0.029059;-0.121575;0.850635;1.0
0.012594;0.042353;0.980943;0.73915;-0.04401;0.498059;0.943892;1.0
0.001873;0.323769;0.02168;0.656303;0.104961;-0.488859;0.865357;1.0
0.016245;0.095537;0.973221;0.689007;-0.498916;0.032908;0.04193;1.0
0.024674;0.133138;0.003149;0.355071;-0.742581;-0.105228;0.910384;1.0
0.010294;0.197448;0.92678;0.739286;0.307166;0.394524;0.421149;1.0
0.007814;0.281125;0.079262;0.464371;-0.024322;0.499408;0.96902;1.0
0.008677;0.262436;0.133101;0.183404;0.028379;0.499194;0.036153;1.0
-0.008138;0.464648;0.043609;0.172624;-0.016976;-0.499712;0.021619;1.0
0.043858;0.311167;0.650441;0.044245;0.341986;-0.667492;0.698577;1.0
-0.045878;0.548039;0.140913;0.756969;-0.101777;-0.489532;0.130499;1.0
-0.054444;0.224269;0.518417;0.0;-0.0;0.0;0.324449;1.0
0.001294;0.244192;0.007524;0.575055;-0.747575;0.060257;0.051203;1.0
-0.026019;0.548079;0.497396;0.250186;0.133782;0.737972;0.114168;1.0
