39.92;90.00;513.65;8.00;true
45.85;180.00;578.81;8.00;true
81.51;220.00;652.42;0.00;true
108.01;270.00;378.96;8.00;true
153.01;270.00;314.55;8.00;true
177.11;0.00;339.89;7.00;true
-129.84;0.00;190.14;8.00;true
-94.97;0.00;223.61;8.00;true
-73.62;0.00;317.21;8.00;true
-68.05;90.00;297.06;8.00;true
-13.42;90.00;276.93;8.00;true
7.23;90.00;353.75;8.00;true
27.37;90.00;584.27;8.00;true
